"constructorStandingsId","raceId","constructorId","points.x","position","positionText","wins","constructorRef","name.x","nationality","url.x","constructorResultsId","points.y","status","year","round","circuitId","name.y","date","time","url.y","fp1_date","fp1_time","fp2_date","fp2_time","fp3_date","fp3_time","quali_date","quali_time","sprint_date","sprint_time"
23211,547,66,0,14,"14",0,"brm","BRM","British","http://en.wikipedia.org/wiki/BRM",13202,0,"\N",1977,5,45,"Spanish Grand Prix","1977-05-08","\N","http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23210,547,67,1,10,"10",0,"penske","Penske","American","http://en.wikipedia.org/wiki/Penske_Racing",13200,0,"\N",1977,5,45,"Spanish Grand Prix","1977-05-08","\N","http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23209,547,1,12,4,"4",0,"mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren",13190,3,"\N",1977,5,45,"Spanish Grand Prix","1977-05-08","\N","http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23208,547,27,0,12,"12",0,"ligier","Ligier","French","http://en.wikipedia.org/wiki/Ligier",13192,0,"\N",1977,5,45,"Spanish Grand Prix","1977-05-08","\N","http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23207,547,25,7,7,"7",0,"tyrrell","Tyrrell","British","http://en.wikipedia.org/wiki/Tyrrell_Racing",13193,0,"\N",1977,5,45,"Spanish Grand Prix","1977-05-08","\N","http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23206,547,59,23,2,"2",1,"wolf","Wolf","Canadian","http://en.wikipedia.org/wiki/Walter_Wolf_Racing",13189,4,"\N",1977,5,45,"Spanish Grand Prix","1977-05-08","\N","http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23205,547,34,8,5,"5",0,"brabham","Brabham","British","http://en.wikipedia.org/wiki/Brabham",13191,1,"\N",1977,5,45,"Spanish Grand Prix","1977-05-08","\N","http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23204,547,6,34,1,"1",2,"ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari",13188,6,"\N",1977,5,45,"Spanish Grand Prix","1977-05-08","\N","http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23203,547,56,8,6,"6",0,"fittipaldi","Fittipaldi","Brazilian","http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29",13196,0,"\N",1977,5,45,"Spanish Grand Prix","1977-05-08","\N","http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23202,547,32,22,3,"3",2,"team_lotus","Team Lotus","British","http://en.wikipedia.org/wiki/Team_Lotus",13187,9,"\N",1977,5,45,"Spanish Grand Prix","1977-05-08","\N","http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23201,547,57,1,8,"8",0,"ensign","Ensign","British","http://en.wikipedia.org/wiki/Ensign_%28racing_team%29",13199,0,"\N",1977,5,45,"Spanish Grand Prix","1977-05-08","\N","http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23200,547,63,0,11,"11",0,"surtees","Surtees","British","http://en.wikipedia.org/wiki/Surtees",13194,0,"\N",1977,5,45,"Spanish Grand Prix","1977-05-08","\N","http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23199,547,37,0,13,"13",0,"march","March","British","http://en.wikipedia.org/wiki/March_Engineering",13195,0,"\N",1977,5,45,"Spanish Grand Prix","1977-05-08","\N","http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23198,547,58,1,9,"9",0,"shadow","Shadow","British","http://en.wikipedia.org/wiki/Shadow_Racing_Cars",13197,0,"\N",1977,5,45,"Spanish Grand Prix","1977-05-08","\N","http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23229,548,68,0,16,"16",0,"lec","LEC","British","http://en.wikipedia.org/wiki/LEC_(Formula_One)",NA,NA,NA,1977,6,6,"Monaco Grand Prix","1977-05-22","\N","http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23228,548,64,0,14,"14",0,"hesketh","Hesketh","British","http://en.wikipedia.org/wiki/Hesketh_Racing",13212,0,"\N",1977,6,6,"Monaco Grand Prix","1977-05-22","\N","http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23227,548,66,0,15,"15",0,"brm","BRM","British","http://en.wikipedia.org/wiki/BRM",NA,NA,NA,1977,6,6,"Monaco Grand Prix","1977-05-22","\N","http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23226,548,67,1,10,"10",0,"penske","Penske","American","http://en.wikipedia.org/wiki/Penske_Racing",13211,0,"\N",1977,6,6,"Monaco Grand Prix","1977-05-22","\N","http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23225,548,1,15,4,"4",0,"mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren",13205,3,"\N",1977,6,6,"Monaco Grand Prix","1977-05-22","\N","http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23224,548,27,0,12,"12",0,"ligier","Ligier","French","http://en.wikipedia.org/wiki/Ligier",13208,0,"\N",1977,6,6,"Monaco Grand Prix","1977-05-22","\N","http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23223,548,25,7,7,"7",0,"tyrrell","Tyrrell","British","http://en.wikipedia.org/wiki/Tyrrell_Racing",13214,0,"\N",1977,6,6,"Monaco Grand Prix","1977-05-22","\N","http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23222,548,59,32,2,"2",2,"wolf","Wolf","Canadian","http://en.wikipedia.org/wiki/Walter_Wolf_Racing",13203,9,"\N",1977,6,6,"Monaco Grand Prix","1977-05-22","\N","http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23221,548,34,8,5,"5",0,"brabham","Brabham","British","http://en.wikipedia.org/wiki/Brabham",13213,0,"\N",1977,6,6,"Monaco Grand Prix","1977-05-22","\N","http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23220,548,6,40,1,"1",2,"ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari",13204,6,"\N",1977,6,6,"Monaco Grand Prix","1977-05-22","\N","http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23219,548,56,8,6,"6",0,"fittipaldi","Fittipaldi","Brazilian","http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29",13215,0,"\N",1977,6,6,"Monaco Grand Prix","1977-05-22","\N","http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23218,548,32,24,3,"3",2,"team_lotus","Team Lotus","British","http://en.wikipedia.org/wiki/Team_Lotus",13206,2,"\N",1977,6,6,"Monaco Grand Prix","1977-05-22","\N","http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23217,548,57,1,9,"9",0,"ensign","Ensign","British","http://en.wikipedia.org/wiki/Ensign_%28racing_team%29",13210,0,"\N",1977,6,6,"Monaco Grand Prix","1977-05-22","\N","http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23216,548,63,0,11,"11",0,"surtees","Surtees","British","http://en.wikipedia.org/wiki/Surtees",13209,0,"\N",1977,6,6,"Monaco Grand Prix","1977-05-22","\N","http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23215,548,37,0,13,"13",0,"march","March","British","http://en.wikipedia.org/wiki/March_Engineering",13216,0,"\N",1977,6,6,"Monaco Grand Prix","1977-05-22","\N","http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23214,548,58,2,8,"8",0,"shadow","Shadow","British","http://en.wikipedia.org/wiki/Shadow_Racing_Cars",13207,1,"\N",1977,6,6,"Monaco Grand Prix","1977-05-22","\N","http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23245,549,66,0,16,"16",0,"brm","BRM","British","http://en.wikipedia.org/wiki/BRM",13232,0,"\N",1977,7,40,"Belgian Grand Prix","1977-06-05","\N","http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23244,549,64,0,13,"13",0,"hesketh","Hesketh","British","http://en.wikipedia.org/wiki/Hesketh_Racing",13224,0,"\N",1977,7,40,"Belgian Grand Prix","1977-06-05","\N","http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23243,549,68,0,15,"15",0,"lec","LEC","British","http://en.wikipedia.org/wiki/LEC_(Formula_One)",13227,0,"\N",1977,7,40,"Belgian Grand Prix","1977-06-05","\N","http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23242,549,67,1,11,"11",0,"penske","Penske","American","http://en.wikipedia.org/wiki/Penske_Racing",13226,0,"\N",1977,7,40,"Belgian Grand Prix","1977-06-05","\N","http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23241,549,1,15,4,"4",0,"mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren",13223,0,"\N",1977,7,40,"Belgian Grand Prix","1977-06-05","\N","http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23240,549,27,0,12,"12",0,"ligier","Ligier","French","http://en.wikipedia.org/wiki/Ligier",13229,0,"\N",1977,7,40,"Belgian Grand Prix","1977-06-05","\N","http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23239,549,25,11,5,"5",0,"tyrrell","Tyrrell","British","http://en.wikipedia.org/wiki/Tyrrell_Racing",13219,4,"\N",1977,7,40,"Belgian Grand Prix","1977-06-05","\N","http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23238,549,59,32,3,"3",2,"wolf","Wolf","Canadian","http://en.wikipedia.org/wiki/Walter_Wolf_Racing",13228,0,"\N",1977,7,40,"Belgian Grand Prix","1977-06-05","\N","http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23237,549,34,9,6,"6",0,"brabham","Brabham","British","http://en.wikipedia.org/wiki/Brabham",13222,1,"\N",1977,7,40,"Belgian Grand Prix","1977-06-05","\N","http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23236,549,6,46,1,"1",2,"ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari",13218,6,"\N",1977,7,40,"Belgian Grand Prix","1977-06-05","\N","http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23235,549,56,8,7,"7",0,"fittipaldi","Fittipaldi","Brazilian","http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29",13231,0,"\N",1977,7,40,"Belgian Grand Prix","1977-06-05","\N","http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23234,549,32,33,2,"2",3,"team_lotus","Team Lotus","British","http://en.wikipedia.org/wiki/Team_Lotus",13217,9,"\N",1977,7,40,"Belgian Grand Prix","1977-06-05","\N","http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23233,549,57,1,10,"10",0,"ensign","Ensign","British","http://en.wikipedia.org/wiki/Ensign_%28racing_team%29",13230,0,"\N",1977,7,40,"Belgian Grand Prix","1977-06-05","\N","http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23232,549,63,3,9,"9",0,"surtees","Surtees","British","http://en.wikipedia.org/wiki/Surtees",13220,3,"\N",1977,7,40,"Belgian Grand Prix","1977-06-05","\N","http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23231,549,37,0,14,"14",0,"march","March","British","http://en.wikipedia.org/wiki/March_Engineering",13225,0,"\N",1977,7,40,"Belgian Grand Prix","1977-06-05","\N","http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23230,549,58,4,8,"8",0,"shadow","Shadow","British","http://en.wikipedia.org/wiki/Shadow_Racing_Cars",13221,2,"\N",1977,7,40,"Belgian Grand Prix","1977-06-05","\N","http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23261,550,66,0,16,"16",0,"brm","BRM","British","http://en.wikipedia.org/wiki/BRM",13248,0,"\N",1977,8,47,"Swedish Grand Prix","1977-06-19","\N","http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23260,550,64,0,13,"13",0,"hesketh","Hesketh","British","http://en.wikipedia.org/wiki/Hesketh_Racing",13242,0,"\N",1977,8,47,"Swedish Grand Prix","1977-06-19","\N","http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23259,550,68,0,15,"15",0,"lec","LEC","British","http://en.wikipedia.org/wiki/LEC_(Formula_One)",13243,0,"\N",1977,8,47,"Swedish Grand Prix","1977-06-19","\N","http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23258,550,67,1,12,"12",0,"penske","Penske","American","http://en.wikipedia.org/wiki/Penske_Racing",13240,0,"\N",1977,8,47,"Swedish Grand Prix","1977-06-19","\N","http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23257,550,1,21,4,"4",0,"mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren",13234,6,"\N",1977,8,47,"Swedish Grand Prix","1977-06-19","\N","http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23256,550,27,9,7,"7",1,"ligier","Ligier","French","http://en.wikipedia.org/wiki/Ligier",13233,9,"\N",1977,8,47,"Swedish Grand Prix","1977-06-19","\N","http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23255,550,25,14,5,"5",0,"tyrrell","Tyrrell","British","http://en.wikipedia.org/wiki/Tyrrell_Racing",13236,3,"\N",1977,8,47,"Swedish Grand Prix","1977-06-19","\N","http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23254,550,59,32,3,"3",2,"wolf","Wolf","Canadian","http://en.wikipedia.org/wiki/Walter_Wolf_Racing",13247,0,"\N",1977,8,47,"Swedish Grand Prix","1977-06-19","\N","http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23253,550,34,11,6,"6",0,"brabham","Brabham","British","http://en.wikipedia.org/wiki/Brabham",13237,2,"\N",1977,8,47,"Swedish Grand Prix","1977-06-19","\N","http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23252,550,6,50,1,"1",2,"ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari",13235,4,"\N",1977,8,47,"Swedish Grand Prix","1977-06-19","\N","http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23251,550,56,8,8,"8",0,"fittipaldi","Fittipaldi","Brazilian","http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29",13245,0,"\N",1977,8,47,"Swedish Grand Prix","1977-06-19","\N","http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23250,550,32,34,2,"2",3,"team_lotus","Team Lotus","British","http://en.wikipedia.org/wiki/Team_Lotus",13238,1,"\N",1977,8,47,"Swedish Grand Prix","1977-06-19","\N","http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23249,550,57,1,11,"11",0,"ensign","Ensign","British","http://en.wikipedia.org/wiki/Ensign_%28racing_team%29",13239,0,"\N",1977,8,47,"Swedish Grand Prix","1977-06-19","\N","http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23248,550,63,3,10,"10",0,"surtees","Surtees","British","http://en.wikipedia.org/wiki/Surtees",13246,0,"\N",1977,8,47,"Swedish Grand Prix","1977-06-19","\N","http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23247,550,37,0,14,"14",0,"march","March","British","http://en.wikipedia.org/wiki/March_Engineering",13244,0,"\N",1977,8,47,"Swedish Grand Prix","1977-06-19","\N","http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23246,550,58,4,9,"9",0,"shadow","Shadow","British","http://en.wikipedia.org/wiki/Shadow_Racing_Cars",13241,0,"\N",1977,8,47,"Swedish Grand Prix","1977-06-19","\N","http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23277,551,66,0,16,"16",0,"brm","BRM","British","http://en.wikipedia.org/wiki/BRM",13264,0,"\N",1977,9,41,"French Grand Prix","1977-07-03","\N","http://en.wikipedia.org/wiki/1977_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23276,551,64,0,13,"13",0,"hesketh","Hesketh","British","http://en.wikipedia.org/wiki/Hesketh_Racing",13255,0,"\N",1977,9,41,"French Grand Prix","1977-07-03","\N","http://en.wikipedia.org/wiki/1977_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23275,551,68,0,15,"15",0,"lec","LEC","British","http://en.wikipedia.org/wiki/LEC_(Formula_One)",13262,0,"\N",1977,9,41,"French Grand Prix","1977-07-03","\N","http://en.wikipedia.org/wiki/1977_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23274,551,67,1,12,"12",0,"penske","Penske","American","http://en.wikipedia.org/wiki/Penske_Racing",13263,0,"\N",1977,9,41,"French Grand Prix","1977-07-03","\N","http://en.wikipedia.org/wiki/1977_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23273,551,1,25,4,"4",0,"mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren",13251,4,"\N",1977,9,41,"French Grand Prix","1977-07-03","\N","http://en.wikipedia.org/wiki/1977_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23272,551,27,9,7,"7",1,"ligier","Ligier","French","http://en.wikipedia.org/wiki/Ligier",13254,0,"\N",1977,9,41,"French Grand Prix","1977-07-03","\N","http://en.wikipedia.org/wiki/1977_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23271,551,25,14,6,"6",0,"tyrrell","Tyrrell","British","http://en.wikipedia.org/wiki/Tyrrell_Racing",13257,0,"\N",1977,9,41,"French Grand Prix","1977-07-03","\N","http://en.wikipedia.org/wiki/1977_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23270,551,59,32,3,"3",2,"wolf","Wolf","Canadian","http://en.wikipedia.org/wiki/Walter_Wolf_Racing",13260,0,"\N",1977,9,41,"French Grand Prix","1977-07-03","\N","http://en.wikipedia.org/wiki/1977_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23269,551,34,17,5,"5",0,"brabham","Brabham","British","http://en.wikipedia.org/wiki/Brabham",13250,6,"\N",1977,9,41,"French Grand Prix","1977-07-03","\N","http://en.wikipedia.org/wiki/1977_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23268,551,6,50,1,"1",2,"ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari",13252,2,"\N",1977,9,41,"French Grand Prix","1977-07-03","\N","http://en.wikipedia.org/wiki/1977_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23267,551,56,8,8,"8",0,"fittipaldi","Fittipaldi","Brazilian","http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29",13256,0,"\N",1977,9,41,"French Grand Prix","1977-07-03","\N","http://en.wikipedia.org/wiki/1977_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23266,551,32,43,2,"2",4,"team_lotus","Team Lotus","British","http://en.wikipedia.org/wiki/Team_Lotus",13249,9,"\N",1977,9,41,"French Grand Prix","1977-07-03","\N","http://en.wikipedia.org/wiki/1977_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23265,551,57,1,11,"11",0,"ensign","Ensign","British","http://en.wikipedia.org/wiki/Ensign_%28racing_team%29",13253,0,"\N",1977,9,41,"French Grand Prix","1977-07-03","\N","http://en.wikipedia.org/wiki/1977_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23264,551,63,3,10,"10",0,"surtees","Surtees","British","http://en.wikipedia.org/wiki/Surtees",13258,0,"\N",1977,9,41,"French Grand Prix","1977-07-03","\N","http://en.wikipedia.org/wiki/1977_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23263,551,37,0,14,"14",0,"march","March","British","http://en.wikipedia.org/wiki/March_Engineering",13259,0,"\N",1977,9,41,"French Grand Prix","1977-07-03","\N","http://en.wikipedia.org/wiki/1977_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23262,551,58,4,9,"9",0,"shadow","Shadow","British","http://en.wikipedia.org/wiki/Shadow_Racing_Cars",13261,0,"\N",1977,9,41,"French Grand Prix","1977-07-03","\N","http://en.wikipedia.org/wiki/1977_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23295,552,69,0,18,"18",0,"mcguire","McGuire","Australian","http://en.wikipedia.org/wiki/McGuire_(Formula_One)",13282,0,"\N",1977,10,9,"British Grand Prix","1977-07-16","\N","http://en.wikipedia.org/wiki/1977_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23294,552,66,0,16,"16",0,"brm","BRM","British","http://en.wikipedia.org/wiki/BRM",13281,0,"\N",1977,10,9,"British Grand Prix","1977-07-16","\N","http://en.wikipedia.org/wiki/1977_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23293,552,4,0,17,"17",0,"renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One",13277,0,"\N",1977,10,9,"British Grand Prix","1977-07-16","\N","http://en.wikipedia.org/wiki/1977_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23292,552,64,0,13,"13",0,"hesketh","Hesketh","British","http://en.wikipedia.org/wiki/Hesketh_Racing",13279,0,"\N",1977,10,9,"British Grand Prix","1977-07-16","\N","http://en.wikipedia.org/wiki/1977_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23291,552,68,0,15,"15",0,"lec","LEC","British","http://en.wikipedia.org/wiki/LEC_(Formula_One)",13280,0,"\N",1977,10,9,"British Grand Prix","1977-07-16","\N","http://en.wikipedia.org/wiki/1977_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23290,552,67,1,12,"12",0,"penske","Penske","American","http://en.wikipedia.org/wiki/Penske_Racing",13272,0,"\N",1977,10,9,"British Grand Prix","1977-07-16","\N","http://en.wikipedia.org/wiki/1977_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23289,552,1,34,3,"3",1,"mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren",13265,9,"\N",1977,10,9,"British Grand Prix","1977-07-16","\N","http://en.wikipedia.org/wiki/1977_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23288,552,27,10,7,"7",1,"ligier","Ligier","French","http://en.wikipedia.org/wiki/Ligier",13269,1,"\N",1977,10,9,"British Grand Prix","1977-07-16","\N","http://en.wikipedia.org/wiki/1977_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23287,552,25,14,6,"6",0,"tyrrell","Tyrrell","British","http://en.wikipedia.org/wiki/Tyrrell_Racing",13276,0,"\N",1977,10,9,"British Grand Prix","1977-07-16","\N","http://en.wikipedia.org/wiki/1977_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23286,552,59,32,4,"4",2,"wolf","Wolf","Canadian","http://en.wikipedia.org/wiki/Walter_Wolf_Racing",13274,0,"\N",1977,10,9,"British Grand Prix","1977-07-16","\N","http://en.wikipedia.org/wiki/1977_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23285,552,34,19,5,"5",0,"brabham","Brabham","British","http://en.wikipedia.org/wiki/Brabham",13268,2,"\N",1977,10,9,"British Grand Prix","1977-07-16","\N","http://en.wikipedia.org/wiki/1977_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
23284,552,6,56,1,"1",2,"ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari",13266,6,"\N",1977,10,9,"British Grand Prix","1977-07-16","\N","http://en.wikipedia.org/wiki/1977_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
