"constructorStandingsId","raceId","constructorId","points","position","positionText","wins","year","round","circuitId","name.x","date","time","url.x","fp1_date","fp1_time","fp2_date","fp2_time","fp3_date","fp3_time","quali_date","quali_time","sprint_date","sprint_time","constructorRef","name.y","nationality","url.y"
11303,497,37,0,14,"14",0,1981,15,44,"Caesars Palace Grand Prix","1981-10-17","\N","http://en.wikipedia.org/wiki/1981_Caesars_Palace_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","march","March","British","http://en.wikipedia.org/wiki/March_Engineering"
11304,497,53,0,17,"17",0,1981,15,44,"Caesars Palace Grand Prix","1981-10-17","\N","http://en.wikipedia.org/wiki/1981_Caesars_Palace_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","toleman","Toleman","British","http://en.wikipedia.org/wiki/Toleman"
11305,498,3,9,1,"1",1,1980,1,25,"Argentine Grand Prix","1980-01-13","\N","http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
11306,498,34,6,2,"2",0,1980,1,25,"Argentine Grand Prix","1980-01-13","\N","http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","brabham","Brabham","British","http://en.wikipedia.org/wiki/Brabham"
11307,498,56,4,3,"3",0,1980,1,25,"Argentine Grand Prix","1980-01-13","\N","http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","fittipaldi","Fittipaldi","Brazilian","http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29"
11308,498,25,3,4,"4",0,1980,1,25,"Argentine Grand Prix","1980-01-13","\N","http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","tyrrell","Tyrrell","British","http://en.wikipedia.org/wiki/Tyrrell_Racing"
11309,498,51,2,5,"5",0,1980,1,25,"Argentine Grand Prix","1980-01-13","\N","http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","alfa","Alfa Romeo","Swiss","http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One"
11310,498,1,1,6,"6",0,1980,1,25,"Argentine Grand Prix","1980-01-13","\N","http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
11311,498,6,0,7,"7",0,1980,1,25,"Argentine Grand Prix","1980-01-13","\N","http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
11312,498,57,0,8,"8",0,1980,1,25,"Argentine Grand Prix","1980-01-13","\N","http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ensign","Ensign","British","http://en.wikipedia.org/wiki/Ensign_%28racing_team%29"
11313,498,27,0,9,"9",0,1980,1,25,"Argentine Grand Prix","1980-01-13","\N","http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ligier","Ligier","French","http://en.wikipedia.org/wiki/Ligier"
11314,498,21,0,10,"10",0,1980,1,25,"Argentine Grand Prix","1980-01-13","\N","http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","arrows","Arrows","British","http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International"
11315,498,54,0,11,"11",0,1980,1,25,"Argentine Grand Prix","1980-01-13","\N","http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ats","ATS","Italian","http://en.wikipedia.org/wiki/ATS_(wheels)"
11316,498,32,0,12,"12",0,1980,1,25,"Argentine Grand Prix","1980-01-13","\N","http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","team_lotus","Team Lotus","British","http://en.wikipedia.org/wiki/Team_Lotus"
11317,498,4,0,13,"13",0,1980,1,25,"Argentine Grand Prix","1980-01-13","\N","http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
11318,498,58,0,14,"14",0,1980,1,25,"Argentine Grand Prix","1980-01-13","\N","http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shadow","Shadow","British","http://en.wikipedia.org/wiki/Shadow_Racing_Cars"
11319,498,45,0,15,"15",0,1980,1,25,"Argentine Grand Prix","1980-01-13","\N","http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","osella","Osella","Italian","http://en.wikipedia.org/wiki/Osella"
11320,499,3,13,1,"1",1,1980,2,18,"Brazilian Grand Prix","1980-01-27","\N","http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
11321,499,34,6,3,"3",0,1980,2,18,"Brazilian Grand Prix","1980-01-27","\N","http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","brabham","Brabham","British","http://en.wikipedia.org/wiki/Brabham"
11322,499,56,4,5,"5",0,1980,2,18,"Brazilian Grand Prix","1980-01-27","\N","http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","fittipaldi","Fittipaldi","Brazilian","http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29"
11323,499,25,3,6,"6",0,1980,2,18,"Brazilian Grand Prix","1980-01-27","\N","http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","tyrrell","Tyrrell","British","http://en.wikipedia.org/wiki/Tyrrell_Racing"
11324,499,51,2,9,"9",0,1980,2,18,"Brazilian Grand Prix","1980-01-27","\N","http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","alfa","Alfa Romeo","Swiss","http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One"
11325,499,1,3,8,"8",0,1980,2,18,"Brazilian Grand Prix","1980-01-27","\N","http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
11326,499,6,0,12,"12",0,1980,2,18,"Brazilian Grand Prix","1980-01-27","\N","http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
11327,499,57,0,13,"13",0,1980,2,18,"Brazilian Grand Prix","1980-01-27","\N","http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ensign","Ensign","British","http://en.wikipedia.org/wiki/Ensign_%28racing_team%29"
11328,499,27,3,7,"7",0,1980,2,18,"Brazilian Grand Prix","1980-01-27","\N","http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ligier","Ligier","French","http://en.wikipedia.org/wiki/Ligier"
11329,499,21,1,10,"10",0,1980,2,18,"Brazilian Grand Prix","1980-01-27","\N","http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","arrows","Arrows","British","http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International"
11330,499,54,0,11,"11",0,1980,2,18,"Brazilian Grand Prix","1980-01-27","\N","http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ats","ATS","Italian","http://en.wikipedia.org/wiki/ATS_(wheels)"
11331,499,32,6,4,"4",0,1980,2,18,"Brazilian Grand Prix","1980-01-27","\N","http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","team_lotus","Team Lotus","British","http://en.wikipedia.org/wiki/Team_Lotus"
11332,499,4,9,2,"2",1,1980,2,18,"Brazilian Grand Prix","1980-01-27","\N","http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
11333,499,58,0,14,"14",0,1980,2,18,"Brazilian Grand Prix","1980-01-27","\N","http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shadow","Shadow","British","http://en.wikipedia.org/wiki/Shadow_Racing_Cars"
11334,499,45,0,15,"15",0,1980,2,18,"Brazilian Grand Prix","1980-01-27","\N","http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","osella","Osella","Italian","http://en.wikipedia.org/wiki/Osella"
11335,500,3,15,2,"2",1,1980,3,30,"South African Grand Prix","1980-03-01","\N","http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
11336,500,34,9,4,"4",0,1980,3,30,"South African Grand Prix","1980-03-01","\N","http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","brabham","Brabham","British","http://en.wikipedia.org/wiki/Brabham"
11337,500,56,4,6,"6",0,1980,3,30,"South African Grand Prix","1980-03-01","\N","http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","fittipaldi","Fittipaldi","Brazilian","http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29"
11338,500,25,3,7,"7",0,1980,3,30,"South African Grand Prix","1980-03-01","\N","http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","tyrrell","Tyrrell","British","http://en.wikipedia.org/wiki/Tyrrell_Racing"
11339,500,51,2,9,"9",0,1980,3,30,"South African Grand Prix","1980-03-01","\N","http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","alfa","Alfa Romeo","Swiss","http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One"
11340,500,1,3,8,"8",0,1980,3,30,"South African Grand Prix","1980-03-01","\N","http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
11341,500,6,0,14,"14",0,1980,3,30,"South African Grand Prix","1980-03-01","\N","http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
11342,500,57,0,12,"12",0,1980,3,30,"South African Grand Prix","1980-03-01","\N","http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ensign","Ensign","British","http://en.wikipedia.org/wiki/Ensign_%28racing_team%29"
11343,500,27,13,3,"3",0,1980,3,30,"South African Grand Prix","1980-03-01","\N","http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ligier","Ligier","French","http://en.wikipedia.org/wiki/Ligier"
11344,500,21,2,10,"10",0,1980,3,30,"South African Grand Prix","1980-03-01","\N","http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","arrows","Arrows","British","http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International"
11345,500,54,0,11,"11",0,1980,3,30,"South African Grand Prix","1980-03-01","\N","http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ats","ATS","Italian","http://en.wikipedia.org/wiki/ATS_(wheels)"
11346,500,32,6,5,"5",0,1980,3,30,"South African Grand Prix","1980-03-01","\N","http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","team_lotus","Team Lotus","British","http://en.wikipedia.org/wiki/Team_Lotus"
11347,500,4,18,1,"1",2,1980,3,30,"South African Grand Prix","1980-03-01","\N","http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
11348,500,58,0,13,"13",0,1980,3,30,"South African Grand Prix","1980-03-01","\N","http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shadow","Shadow","British","http://en.wikipedia.org/wiki/Shadow_Racing_Cars"
11349,500,45,0,15,"15",0,1980,3,30,"South African Grand Prix","1980-03-01","\N","http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","osella","Osella","Italian","http://en.wikipedia.org/wiki/Osella"
11350,501,3,15,3,"3",1,1980,4,43,"United States Grand Prix West","1980-03-30","\N","http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
11351,501,34,18,2,"2",1,1980,4,43,"United States Grand Prix West","1980-03-30","\N","http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","brabham","Brabham","British","http://en.wikipedia.org/wiki/Brabham"
11352,501,56,8,6,"6",0,1980,4,43,"United States Grand Prix West","1980-03-30","\N","http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","fittipaldi","Fittipaldi","Brazilian","http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29"
11353,501,25,3,9,"9",0,1980,4,43,"United States Grand Prix West","1980-03-30","\N","http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","tyrrell","Tyrrell","British","http://en.wikipedia.org/wiki/Tyrrell_Racing"
11354,501,51,2,10,"10",0,1980,4,43,"United States Grand Prix West","1980-03-30","\N","http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","alfa","Alfa Romeo","Swiss","http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One"
11355,501,1,6,8,"8",0,1980,4,43,"United States Grand Prix West","1980-03-30","\N","http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
11356,501,6,2,11,"11",0,1980,4,43,"United States Grand Prix West","1980-03-30","\N","http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
11357,501,57,0,13,"13",0,1980,4,43,"United States Grand Prix West","1980-03-30","\N","http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ensign","Ensign","British","http://en.wikipedia.org/wiki/Ensign_%28racing_team%29"
11358,501,27,14,4,"4",0,1980,4,43,"United States Grand Prix West","1980-03-30","\N","http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ligier","Ligier","French","http://en.wikipedia.org/wiki/Ligier"
11359,501,21,8,5,"5",0,1980,4,43,"United States Grand Prix West","1980-03-30","\N","http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","arrows","Arrows","British","http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International"
11360,501,54,0,12,"12",0,1980,4,43,"United States Grand Prix West","1980-03-30","\N","http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ats","ATS","Italian","http://en.wikipedia.org/wiki/ATS_(wheels)"
11361,501,32,6,7,"7",0,1980,4,43,"United States Grand Prix West","1980-03-30","\N","http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","team_lotus","Team Lotus","British","http://en.wikipedia.org/wiki/Team_Lotus"
11362,501,4,18,1,"1",2,1980,4,43,"United States Grand Prix West","1980-03-30","\N","http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
11363,501,58,0,14,"14",0,1980,4,43,"United States Grand Prix West","1980-03-30","\N","http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shadow","Shadow","British","http://en.wikipedia.org/wiki/Shadow_Racing_Cars"
11364,501,45,0,15,"15",0,1980,4,43,"United States Grand Prix West","1980-03-30","\N","http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","osella","Osella","Italian","http://en.wikipedia.org/wiki/Osella"
11365,502,3,25,1,"1",1,1980,5,40,"Belgian Grand Prix","1980-05-04","\N","http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
11366,502,34,18,4,"4",1,1980,5,40,"Belgian Grand Prix","1980-05-04","\N","http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","brabham","Brabham","British","http://en.wikipedia.org/wiki/Brabham"
11367,502,56,8,6,"6",0,1980,5,40,"Belgian Grand Prix","1980-05-04","\N","http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","fittipaldi","Fittipaldi","Brazilian","http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29"
11368,502,25,5,9,"9",0,1980,5,40,"Belgian Grand Prix","1980-05-04","\N","http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","tyrrell","Tyrrell","British","http://en.wikipedia.org/wiki/Tyrrell_Racing"
11369,502,51,2,11,"11",0,1980,5,40,"Belgian Grand Prix","1980-05-04","\N","http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","alfa","Alfa Romeo","Swiss","http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One"
11370,502,1,6,8,"8",0,1980,5,40,"Belgian Grand Prix","1980-05-04","\N","http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
11371,502,6,3,10,"10",0,1980,5,40,"Belgian Grand Prix","1980-05-04","\N","http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
11372,502,57,0,13,"13",0,1980,5,40,"Belgian Grand Prix","1980-05-04","\N","http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ensign","Ensign","British","http://en.wikipedia.org/wiki/Ensign_%28racing_team%29"
11373,502,27,23,2,"2",1,1980,5,40,"Belgian Grand Prix","1980-05-04","\N","http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ligier","Ligier","French","http://en.wikipedia.org/wiki/Ligier"
11374,502,21,8,5,"5",0,1980,5,40,"Belgian Grand Prix","1980-05-04","\N","http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","arrows","Arrows","British","http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International"
11375,502,54,0,12,"12",0,1980,5,40,"Belgian Grand Prix","1980-05-04","\N","http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ats","ATS","Italian","http://en.wikipedia.org/wiki/ATS_(wheels)"
11376,502,32,6,7,"7",0,1980,5,40,"Belgian Grand Prix","1980-05-04","\N","http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","team_lotus","Team Lotus","British","http://en.wikipedia.org/wiki/Team_Lotus"
11377,502,4,21,3,"3",2,1980,5,40,"Belgian Grand Prix","1980-05-04","\N","http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
11378,502,58,0,14,"14",0,1980,5,40,"Belgian Grand Prix","1980-05-04","\N","http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shadow","Shadow","British","http://en.wikipedia.org/wiki/Shadow_Racing_Cars"
11379,502,45,0,15,"15",0,1980,5,40,"Belgian Grand Prix","1980-05-04","\N","http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","osella","Osella","Italian","http://en.wikipedia.org/wiki/Osella"
11380,503,3,34,1,"1",2,1980,6,6,"Monaco Grand Prix","1980-05-18","\N","http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
11381,503,34,22,3,"3",1,1980,6,6,"Monaco Grand Prix","1980-05-18","\N","http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","brabham","Brabham","British","http://en.wikipedia.org/wiki/Brabham"
11382,503,56,9,6,"6",0,1980,6,6,"Monaco Grand Prix","1980-05-18","\N","http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","fittipaldi","Fittipaldi","Brazilian","http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29"
11383,503,25,5,9,"9",0,1980,6,6,"Monaco Grand Prix","1980-05-18","\N","http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","tyrrell","Tyrrell","British","http://en.wikipedia.org/wiki/Tyrrell_Racing"
11384,503,51,2,11,"11",0,1980,6,6,"Monaco Grand Prix","1980-05-18","\N","http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","alfa","Alfa Romeo","Swiss","http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One"
11385,503,1,6,8,"8",0,1980,6,6,"Monaco Grand Prix","1980-05-18","\N","http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","mclaren","McLaren","British","http://en.wikipedia.org/wiki/McLaren"
11386,503,6,5,10,"10",0,1980,6,6,"Monaco Grand Prix","1980-05-18","\N","http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ferrari","Ferrari","Italian","http://en.wikipedia.org/wiki/Scuderia_Ferrari"
11387,503,57,0,13,"13",0,1980,6,6,"Monaco Grand Prix","1980-05-18","\N","http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ensign","Ensign","British","http://en.wikipedia.org/wiki/Ensign_%28racing_team%29"
11388,503,27,29,2,"2",1,1980,6,6,"Monaco Grand Prix","1980-05-18","\N","http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ligier","Ligier","French","http://en.wikipedia.org/wiki/Ligier"
11389,503,21,11,5,"5",0,1980,6,6,"Monaco Grand Prix","1980-05-18","\N","http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","arrows","Arrows","British","http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International"
11390,503,54,0,12,"12",0,1980,6,6,"Monaco Grand Prix","1980-05-18","\N","http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","ats","ATS","Italian","http://en.wikipedia.org/wiki/ATS_(wheels)"
11391,503,32,6,7,"7",0,1980,6,6,"Monaco Grand Prix","1980-05-18","\N","http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","team_lotus","Team Lotus","British","http://en.wikipedia.org/wiki/Team_Lotus"
11392,503,4,21,4,"4",2,1980,6,6,"Monaco Grand Prix","1980-05-18","\N","http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","renault","Renault","French","http://en.wikipedia.org/wiki/Renault_in_Formula_One"
11393,503,58,0,14,"14",0,1980,6,6,"Monaco Grand Prix","1980-05-18","\N","http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","shadow","Shadow","British","http://en.wikipedia.org/wiki/Shadow_Racing_Cars"
11394,503,45,0,15,"15",0,1980,6,6,"Monaco Grand Prix","1980-05-18","\N","http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","osella","Osella","Italian","http://en.wikipedia.org/wiki/Osella"
11395,504,3,44,1,"1",3,1980,7,34,"French Grand Prix","1980-06-29","\N","http://en.wikipedia.org/wiki/1980_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","williams","Williams","British","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering"
11396,504,34,25,3,"3",1,1980,7,34,"French Grand Prix","1980-06-29","\N","http://en.wikipedia.org/wiki/1980_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","brabham","Brabham","British","http://en.wikipedia.org/wiki/Brabham"
